category,room_count,bathroom_count,size,type,price,city,region,log_price
Appartements,2.0,1.0,120.0,À Louer,570.0,Sousse,Autres villes,2.7558748556724915
Locations de vacances,3.0,1.0,122.0,À Louer,80.0,Sousse,Sousse Jawhara,1.9030899869919435
Appartements,2.0,1.0,100.0,À Louer,770.0,Sousse,Sousse Jawhara,2.886490725172482
Appartements,3.0,1.0,120.0,À Louer,600.0,Sousse,Sousse Médina,2.7781512503836434
Maisons et Villas,6.0,4.0,1000.0,À Louer,2200.0,Sousse,Sousse Jawhara,3.342422680822206
Appartements,4.0,1.0,126.0,À Vendre,210000.0,Sousse,Sousse Médina,5.3222192947339195
Appartements,3.0,1.0,186.0,À Vendre,270000.0,Sousse,Sahloul,5.431363764158987
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,280000.0,Sousse,Sousse,5.447158031342219
Appartements,1.0,1.0,60.0,À Louer,1200.0,Sousse,Kantaoui,3.0791812460476247
Appartements,2.0,1.0,120.0,À Louer,750.0,Sousse,Hammam Sousse,2.8750612633917
Appartements,2.0,1.0,120.0,À Louer,390.0,Sousse,Sousse,2.591064607026499
Maisons et Villas,4.0,2.0,255.0,À Vendre,950000.0,Sousse,Sousse,5.977723605288848
Appartements,2.0,1.0,115.0,À Vendre,222000.0,Sousse,Sousse,5.346352974450639
Appartements,2.0,1.0,100.0,À Louer,300.0,Sousse,Autres villes,2.4771212547196626
Appartements,3.0,2.0,139.0,À Vendre,450000.0,Sousse,Sousse,5.653212513775344
Appartements,2.0,1.0,95.0,À Louer,480.0,Sousse,Sousse Riadh,2.681241237375587
"Magasins, Commerces et Locaux industriels",1.0,1.0,27.0,À Louer,350.0,Sousse,Sousse Riadh,2.5440680443502757
Appartements,2.0,1.0,90.0,À Vendre,185000.0,Sousse,Akouda,5.267171728403014
Appartements,1.0,1.0,35.0,À Vendre,92000.0,Sousse,Akouda,4.963787827345556
Appartements,3.0,1.0,143.0,À Vendre,299000.0,Sousse,Sahloul,5.47567118832443
Appartements,1.0,1.0,131.0,À Vendre,137000.0,Sousse,Sousse Jawhara,5.136720567156407
Maisons et Villas,5.0,3.0,300.0,À Louer,1400.0,Sousse,Autres villes,3.146128035678238
Bureaux et Plateaux,2.0,1.0,95.0,À Vendre,160000.0,Sousse,Sahloul,5.204119982655925
Appartements,2.0,1.0,170.0,À Louer,500.0,Sousse,Sousse Jawhara,2.6989700043360187
Appartements,3.0,1.0,90.0,À Vendre,137000.0,Sousse,Sahloul,5.136720567156407
Maisons et Villas,4.0,1.0,452.0,À Vendre,1050000.0,Sousse,Sousse Jawhara,6.021189299069938
Maisons et Villas,4.0,1.0,357.0,À Vendre,570000.0,Sousse,Sousse Jawhara,5.7558748556724915
Appartements,1.0,1.0,40.0,À Louer,200.0,Sousse,Kalaâ Sghira,2.3010299956639813
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,5463000.0,Sousse,Enfidha,6.737431200514583
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,380000.0,Sousse,Kalaâ Kebira,5.57978359661681
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,307000.0,Sousse,Sousse Jawhara,5.487138375477186
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,673000.0,Sousse,Akouda,5.828015064223977
"Magasins, Commerces et Locaux industriels",3.0,1.0,550.0,À Louer,1600.0,Sousse,Kalaâ Kebira,3.2041199826559246
Appartements,4.0,1.0,182.0,À Vendre,380000.0,Sousse,Sahloul,5.57978359661681
Locations de vacances,1.0,1.0,80.0,À Louer,60.0,Sousse,Sousse,1.7781512503836436
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,300000.0,Sousse,Akouda,5.477121254719663
Appartements,3.0,1.0,240.0,À Vendre,480000.0,Sousse,Sousse,5.681241237375588
Maisons et Villas,2.0,2.0,127.0,À Vendre,165000.0,Sousse,Sousse Riadh,5.217483944213907
Appartements,2.0,1.0,115.0,À Vendre,222000.0,Sousse,Sousse Riadh,5.346352974450639
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,398000.0,Sousse,Sahloul,5.599883072073688
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,13000.0,Sousse,Hergla,4.113943352306837
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,45000.0,Sousse,Hergla,4.653212513775344
Appartements,3.0,1.0,130.0,À Louer,900.0,Sousse,Sahloul,2.9542425094393248
Bureaux et Plateaux,3.0,1.0,86.0,À Louer,1000.0,Sousse,Sousse,3.0
Appartements,2.0,1.0,100.0,À Louer,850.0,Sousse,Sousse Jawhara,2.929418925714293
Appartements,1.0,1.0,70.0,À Louer,70.0,Sousse,Autres villes,1.845098040014257
"Magasins, Commerces et Locaux industriels",1.0,1.0,220.0,À Louer,750.0,Sousse,Sousse Jawhara,2.8750612633917
Appartements,2.0,1.0,80.0,À Louer,350.0,Sousse,Autres villes,2.5440680443502757
Maisons et Villas,4.0,1.0,100.0,À Louer,300.0,Sousse,Zaouit-Ksibat Thrayett,2.4771212547196626
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,289600.0,Sousse,Akouda,5.46179855752511
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,30000.0,Sousse,Zaouit-Ksibat Thrayett,4.477121254719663
Appartements,4.0,2.0,160.0,À Louer,850.0,Sousse,Sahloul,2.929418925714293
Appartements,3.0,1.0,85.0,À Louer,550.0,Sousse,Sahloul,2.7403626894942437
Colocations,3.0,1.0,120.0,À Louer,150.0,Sousse,Autres villes,2.1760912590556813
Bureaux et Plateaux,1.0,1.0,30.0,À Louer,350.0,Sousse,Sousse,2.5440680443502757
Appartements,2.0,1.0,150.0,À Louer,750.0,Sousse,Hammam Sousse,2.8750612633917
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,429000.0,Sousse,Kantaoui,5.632457292184724
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,500000.0,Sousse,Sahloul,5.698970004336019
Locations de vacances,2.0,1.0,90.0,À Louer,50.0,Sousse,Autres villes,1.6989700043360187
Appartements,2.0,1.0,80.0,À Vendre,85000.0,Sousse,Autres villes,4.929418925714293
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Sousse,Autres villes,4.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,450000.0,Sousse,Sousse Jawhara,5.653212513775344
Maisons et Villas,2.0,1.0,202.0,À Vendre,50000.0,Sousse,Autres villes,4.698970004336019
Maisons et Villas,3.0,3.0,318.0,À Vendre,500000.0,Sousse,Hergla,5.698970004336019
"Magasins, Commerces et Locaux industriels",1.0,1.0,1000.0,À Vendre,1800000.0,Sousse,Sousse,6.2552725051033065
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,95000.0,Sousse,Kalaâ Sghira,4.977723605288848
Appartements,2.0,1.0,115.0,À Vendre,275000.0,Sousse,Sousse,5.439332693830263
Appartements,3.0,1.0,161.0,À Vendre,500000.0,Sousse,Sousse,5.698970004336019
Maisons et Villas,4.0,2.0,341.0,À Vendre,520000.0,Sousse,Sousse Jawhara,5.7160033436347994
Appartements,3.0,1.0,115.0,À Vendre,340000.0,Sousse,Sahloul,5.531478917042255
Locations de vacances,1.0,1.0,80.0,À Louer,60.0,Sousse,Sousse,1.7781512503836436
Appartements,2.0,1.0,78.0,À Louer,600.0,Sousse,Sousse,2.7781512503836434
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,180000.0,Sousse,Kalaâ Kebira,5.2552725051033065
Locations de vacances,1.0,1.0,80.0,À Louer,60.0,Sousse,Sousse,1.7781512503836436
Appartements,2.0,1.0,107.0,À Vendre,176000.0,Sousse,Sousse,5.2455126678141495
Bureaux et Plateaux,1.0,1.0,55.0,À Louer,650.0,Sousse,Autres villes,2.8129133566428557
Appartements,2.0,1.0,100.0,À Louer,600.0,Sousse,Hammam Sousse,2.7781512503836434
Appartements,1.0,1.0,55.0,À Louer,450.0,Sousse,Hammam Sousse,2.6532125137753435
Appartements,3.0,1.0,80.0,À Louer,300.0,Sousse,Sousse Riadh,2.4771212547196626
Maisons et Villas,3.0,1.0,400.0,À Vendre,519000.0,Sousse,Autres villes,5.715167357848458
Appartements,2.0,2.0,120.0,À Vendre,250000.0,Sousse,Sousse,5.3979400086720375
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,180000.0,Sousse,Enfidha,5.2552725051033065
Maisons et Villas,4.0,2.0,220.0,À Louer,800.0,Sousse,Sousse Jawhara,2.9030899869919438
Appartements,1.0,1.0,80.0,À Louer,70.0,Sousse,Hammam Sousse,1.845098040014257
Appartements,1.0,1.0,60.0,À Louer,60.0,Sousse,Hammam Sousse,1.7781512503836436
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,750000.0,Sousse,Sousse Jawhara,5.8750612633917
Maisons et Villas,3.0,1.0,300.0,À Louer,1800.0,Sousse,Kantaoui,3.255272505103306
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,665000.0,Sousse,Akouda,5.8228216453031045
Appartements,2.0,1.0,80.0,À Louer,550.0,Sousse,Sahloul,2.7403626894942437
Appartements,1.0,1.0,75.0,À Louer,450.0,Sousse,Hammam Sousse,2.6532125137753435
Bureaux et Plateaux,2.0,1.0,75.0,À Louer,750.0,Sousse,Sahloul,2.8750612633917
Appartements,3.0,1.0,207.0,À Vendre,350000.0,Sousse,Sousse,5.544068044350276
Appartements,2.0,1.0,90.0,À Louer,650.0,Sousse,Sousse,2.8129133566428557
Maisons et Villas,5.0,2.0,486.0,À Vendre,1050000.0,Sousse,Sousse,6.021189299069938
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,260000.0,Sousse,Sousse,5.414973347970818
Maisons et Villas,3.0,1.0,261.0,À Vendre,190000.0,Sousse,Sousse,5.278753600952829
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,300000.0,Sousse,Sousse,5.477121254719663
Bureaux et Plateaux,1.0,1.0,60.0,À Vendre,80000.0,Sousse,Sousse,4.903089986991944
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,160000.0,Sousse,Sousse,5.204119982655925
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,290000.0,Sousse,Sousse,5.4623979978989565
Appartements,2.0,1.0,100.0,À Louer,750.0,Sousse,Sousse,2.8750612633917
Appartements,4.0,1.0,150.0,À Vendre,215000.0,Sousse,Sousse,5.332438459915605
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,67840.0,Sousse,Akouda,4.831485839248657
Appartements,3.0,3.0,137.0,À Vendre,339000.0,Sousse,Sousse Jawhara,5.5301996982030825
Bureaux et Plateaux,2.0,1.0,85.0,À Louer,600.0,Sousse,Hammam Sousse,2.7781512503836434
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,330000.0,Sousse,Sousse,5.518513939877887
Appartements,3.0,1.0,110.0,À Louer,1200.0,Sousse,Sousse,3.0791812460476247
Locations de vacances,1.0,1.0,40.0,À Louer,60.0,Sousse,Kantaoui,1.7781512503836436
Maisons et Villas,3.0,1.0,130.0,À Vendre,155000.0,Sousse,Sousse Riadh,5.190331698170292
Appartements,2.0,1.0,80.0,À Louer,650.0,Sousse,Autres villes,2.8129133566428557
Appartements,1.0,1.0,60.0,À Vendre,155000.0,Sousse,Sousse,5.190331698170292
Maisons et Villas,4.0,4.0,500.0,À Louer,1700.0,Sousse,Kantaoui,3.230448921378274
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,520000.0,Sousse,Sahloul,5.7160033436347994
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,290000.0,Sousse,Hammam Sousse,5.4623979978989565
Appartements,2.0,1.0,110.0,À Louer,1100.0,Sousse,Hammam Sousse,3.041392685158225
Appartements,2.0,1.0,100.0,À Louer,800.0,Sousse,Sahloul,2.9030899869919438
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,400000.0,Sousse,Autres villes,5.6020599913279625
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,4800000.0,Sousse,Enfidha,6.681241237375588
Appartements,1.0,1.0,55.0,À Louer,520.0,Sousse,Kantaoui,2.716003343634799
"Magasins, Commerces et Locaux industriels",1.0,1.0,35.0,À Louer,600.0,Sousse,Sahloul,2.7781512503836434
Appartements,1.0,1.0,70.0,À Louer,280.0,Sousse,Sousse Sidi Abdelhamid,2.4471580313422194
Appartements,1.0,1.0,60.0,À Louer,1000.0,Sousse,Hammam Sousse,3.0
Appartements,2.0,1.0,113.0,À Vendre,235000.0,Sousse,Sousse Jawhara,5.371067862271736
Appartements,2.0,1.0,116.0,À Vendre,250000.0,Sousse,Sahloul,5.3979400086720375
Appartements,3.0,3.0,137.0,À Vendre,339000.0,Sousse,Sahloul,5.5301996982030825
Appartements,3.0,1.0,115.0,À Louer,1000.0,Sousse,Sousse,3.0
Maisons et Villas,3.0,1.0,250.0,À Louer,800.0,Sousse,Sousse Riadh,2.9030899869919438
Appartements,2.0,1.0,110.0,À Vendre,168000.0,Sousse,Sahloul,5.225309281725863
Appartements,2.0,2.0,130.0,À Vendre,280000.0,Sousse,Sahloul,5.447158031342219
Maisons et Villas,6.0,3.0,493.0,À Vendre,500000.0,Sousse,Hammam Sousse,5.698970004336019
"Magasins, Commerces et Locaux industriels",1.0,1.0,252.0,À Vendre,250000.0,Sousse,Sousse Médina,5.3979400086720375
Appartements,2.0,2.0,120.0,À Vendre,198000.0,Sousse,Sousse Jawhara,5.296665190261531
Bureaux et Plateaux,1.0,1.0,657.0,À Vendre,560000.0,Sousse,Sousse Jawhara,5.748188027006201
Maisons et Villas,4.0,2.0,641.0,À Vendre,380000.0,Sousse,Sousse Jawhara,5.57978359661681
Maisons et Villas,2.0,2.0,494.0,À Vendre,455000.0,Sousse,Sousse Jawhara,5.658011396657113
Appartements,1.0,1.0,70.0,À Vendre,140000.0,Sousse,Sousse,5.146128035678238
Appartements,3.0,1.0,130.0,À Louer,850.0,Sousse,Sahloul,2.929418925714293
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,287000.0,Sousse,Sousse Jawhara,5.457881896733992
Appartements,3.0,1.0,190.0,À Vendre,200000.0,Sousse,Sousse Jawhara,5.301029995663981
Maisons et Villas,3.0,2.0,200.0,À Louer,650.0,Sousse,Sousse Jawhara,2.8129133566428557
Appartements,2.0,1.0,103.0,À Vendre,201000.0,Sousse,Sousse Riadh,5.303196057420489
Appartements,3.0,2.0,150.0,À Louer,700.0,Sousse,Sousse Jawhara,2.845098040014257
Appartements,2.0,1.0,60.0,À Louer,700.0,Sousse,Autres villes,2.845098040014257
Appartements,1.0,1.0,60.0,À Louer,650.0,Sousse,Hammam Sousse,2.8129133566428557
Appartements,2.0,2.0,95.0,À Vendre,220000.0,Sousse,Kantaoui,5.342422680822207
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,110000.0,Sousse,Autres villes,5.041392685158225
"Magasins, Commerces et Locaux industriels",1.0,1.0,80.0,À Louer,280.0,Sousse,Akouda,2.4471580313422194
Appartements,1.0,1.0,80.0,À Louer,40.0,Sousse,Autres villes,1.6020599913279623
Maisons et Villas,3.0,2.0,180.0,À Louer,850.0,Sousse,Hammam Sousse,2.929418925714293
Maisons et Villas,3.0,2.0,200.0,À Louer,1200.0,Sousse,Sahloul,3.0791812460476247
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,49000.0,Sousse,Autres villes,4.690196080028514
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,120000000.0,Sousse,Sidi Bou Ali,8.079181246047625
Appartements,3.0,1.0,80.0,À Vendre,60000.0,Sousse,Autres villes,4.778151250383644
Appartements,1.0,1.0,50.0,À Louer,180.0,Sousse,Kalaâ Kebira,2.255272505103306
Maisons et Villas,6.0,2.0,470.0,À Vendre,145000.0,Sousse,M'saken,5.161368002234975
"Magasins, Commerces et Locaux industriels",1.0,1.0,28.0,À Vendre,35000.0,Sousse,Autres villes,4.544068044350276
Maisons et Villas,9.0,3.0,480.0,À Vendre,360000.0,Sousse,Sousse,5.556302500767287
Appartements,2.0,1.0,120.0,À Louer,1000.0,Sousse,Hammam Sousse,3.0
Appartements,2.0,1.0,85.0,À Louer,590.0,Sousse,Hammam Sousse,2.7708520116421442
Maisons et Villas,2.0,1.0,120.0,À Louer,750.0,Sousse,Hammam Sousse,2.8750612633917
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,120000000.0,Sousse,Sousse Riadh,8.079181246047625
Appartements,3.0,1.0,135.0,À Louer,1000.0,Sousse,Sahloul,3.0
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,225000.0,Sousse,Autres villes,5.352182518111363
Appartements,1.0,1.0,65.0,À Louer,700.0,Sousse,Hammam Sousse,2.845098040014257
Appartements,2.0,1.0,100.0,À Louer,620.0,Sousse,Sousse Jawhara,2.792391689498254
Maisons et Villas,3.0,1.0,500.0,À Vendre,1300000.0,Sousse,Sousse,6.113943352306837
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,1200000.0,Sousse,Kantaoui,6.079181246047625
Maisons et Villas,4.0,1.0,532.0,À Vendre,950000.0,Sousse,Sousse Jawhara,5.977723605288848
Bureaux et Plateaux,3.0,1.0,75.0,À Vendre,150000.0,Sousse,Sousse,5.176091259055681
Maisons et Villas,6.0,2.0,86.0,À Vendre,300000.0,Sousse,Sousse Riadh,5.477121254719663
Appartements,3.0,1.0,125.0,À Vendre,325000.0,Sousse,Hammam Sousse,5.511883360978874
Appartements,2.0,1.0,90.0,À Vendre,198000.0,Sousse,Hammam Sousse,5.296665190261531
Appartements,1.0,1.0,70.0,À Louer,70.0,Sousse,Hergla,1.845098040014257
Appartements,2.0,1.0,100.0,À Louer,500.0,Sousse,Sousse Jawhara,2.6989700043360187
Appartements,3.0,1.0,125.0,À Vendre,250000.0,Sousse,Hergla,5.3979400086720375
Appartements,2.0,1.0,115.0,À Louer,850.0,Sousse,Sousse Jawhara,2.929418925714293
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,110000.0,Sousse,Sousse Riadh,5.041392685158225
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,1350000.0,Sousse,Sousse Jawhara,6.1303337684950066
Maisons et Villas,4.0,1.0,500.0,À Louer,2100.0,Sousse,Hammam Sousse,3.322219294733919
Appartements,1.0,1.0,75.0,À Louer,700.0,Sousse,Sahloul,2.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,100000.0,Sousse,Akouda,5.0
Maisons et Villas,3.0,1.0,400.0,À Vendre,800000.0,Sousse,Sahloul,5.903089986991944
Appartements,2.0,1.0,110.0,À Louer,800.0,Sousse,Hammam Sousse,2.9030899869919438
Appartements,2.0,1.0,145.0,À Vendre,290000.0,Sousse,Sahloul,5.4623979978989565
Appartements,2.0,1.0,130.0,À Louer,900.0,Sousse,Sahloul,2.9542425094393248
Maisons et Villas,3.0,1.0,210.0,À Vendre,350000.0,Sousse,Sahloul,5.544068044350276
Appartements,1.0,1.0,55.0,À Louer,400.0,Sousse,Hammam Sousse,2.6020599913279625
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,120000.0,Sousse,Kantaoui,5.079181246047625
Appartements,2.0,1.0,115.0,À Louer,900.0,Sousse,Sahloul,2.9542425094393248
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,180000.0,Sousse,Kalaâ Sghira,5.2552725051033065
Appartements,4.0,2.0,145.0,À Louer,1200.0,Sousse,Sahloul,3.0791812460476247
Colocations,2.0,1.0,90.0,À Louer,340.0,Sousse,M'saken,2.531478917042255
Appartements,2.0,1.0,77.0,À Vendre,95500.0,Sousse,Sousse Riadh,4.980003371583746
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,900000.0,Sousse,Kantaoui,5.954242509439325
Appartements,2.0,1.0,80.0,À Louer,600.0,Sousse,Sousse Médina,2.7781512503836434
Maisons et Villas,3.0,1.0,350.0,À Vendre,470000.0,Sousse,Hammam Sousse,5.672097857935717
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,495000.0,Sousse,Kantaoui,5.694605198933568
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,20000.0,Sousse,Kalaâ Sghira,4.301029995663981
Appartements,2.0,1.0,120.0,À Louer,750.0,Sousse,Kantaoui,2.8750612633917
Appartements,3.0,1.0,120.0,À Louer,290.0,Sousse,Kalaâ Kebira,2.462397997898956
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,85000.0,Sousse,M'saken,4.929418925714293
Appartements,2.0,1.0,70.0,À Louer,650.0,Sousse,Kantaoui,2.8129133566428557
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,120000.0,Sousse,Hergla,5.079181246047625
"Magasins, Commerces et Locaux industriels",1.0,1.0,42.0,À Vendre,10000.0,Sousse,Sahloul,4.0
Appartements,2.0,1.0,120.0,À Louer,850.0,Sousse,Sousse Jawhara,2.929418925714293
Appartements,1.0,2.0,105.0,À Vendre,202000.0,Sousse,Sousse,5.305351369446623
"Magasins, Commerces et Locaux industriels",2.0,1.0,200.0,À Vendre,90000.0,Sousse,Sousse Riadh,4.954242509439325
Appartements,2.0,1.0,100.0,À Louer,850.0,Sousse,Hammam Sousse,2.929418925714293
Maisons et Villas,2.0,1.0,600.0,À Vendre,820000.0,Sousse,Sousse,5.913813852383717
Maisons et Villas,2.0,1.0,120.0,À Louer,300.0,Sousse,Sousse,2.4771212547196626
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,50000.0,Sousse,Autres villes,4.698970004336019
Appartements,2.0,1.0,100.0,À Vendre,300000.0,Sousse,Sousse Jawhara,5.477121254719663
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,440000.0,Sousse,Sousse Jawhara,5.643452676486188
Appartements,1.0,1.0,34.0,À Louer,450.0,Sousse,Hammam Sousse,2.6532125137753435
Appartements,2.0,1.0,90.0,À Vendre,175000.0,Sousse,Sousse,5.243038048686294
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,1400000.0,Sousse,Sousse,6.146128035678238
Appartements,4.0,2.0,200.0,À Louer,800.0,Sousse,Sousse,2.9030899869919438
Appartements,1.0,1.0,60.0,À Louer,550.0,Sousse,Kantaoui,2.7403626894942437
Maisons et Villas,11.0,7.0,590.0,À Vendre,1280000.0,Sousse,Kantaoui,6.107209969647869
Appartements,2.0,1.0,110.0,À Louer,600.0,Sousse,Sahloul,2.7781512503836434
Appartements,1.0,1.0,65.0,À Louer,520.0,Sousse,Sousse,2.716003343634799
"Magasins, Commerces et Locaux industriels",1.0,0.0,40.0,À Vendre,60000.0,Sousse,Sousse,4.778151250383644
Appartements,3.0,2.0,150.0,À Louer,1600.0,Sousse,Kantaoui,3.2041199826559246
Appartements,2.0,1.0,100.0,À Louer,600.0,Sousse,Sousse Jawhara,2.7781512503836434
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,550000.0,Sousse,Enfidha,5.740362689494244
Appartements,3.0,2.0,78.0,À Vendre,400000.0,Sousse,Akouda,5.6020599913279625
Appartements,2.0,1.0,85.0,À Louer,700.0,Sousse,Sousse Riadh,2.845098040014257
Maisons et Villas,4.0,3.0,752.0,À Vendre,860000.0,Sousse,Akouda,5.9344984512435675
Appartements,1.0,1.0,43.0,À Vendre,145000.0,Sousse,Akouda,5.161368002234975
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,280000.0,Sousse,Sousse Jawhara,5.447158031342219
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,489000.0,Sousse,Sousse Jawhara,5.68930885912362
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,702000.0,Sousse,Sousse Jawhara,5.846337112129805
Bureaux et Plateaux,2.0,1.0,70.0,À Louer,500.0,Sousse,Sousse Jawhara,2.6989700043360187
Bureaux et Plateaux,2.0,1.0,70.0,À Louer,800.0,Sousse,Sousse,2.9030899869919438
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,180000.0,Sousse,Zaouit-Ksibat Thrayett,5.2552725051033065
Bureaux et Plateaux,2.0,1.0,85.0,À Louer,850.0,Sousse,Sahloul,2.929418925714293
Appartements,2.0,1.0,160.0,À Louer,320.0,Sousse,M'saken,2.505149978319906
"Magasins, Commerces et Locaux industriels",1.0,1.0,43.0,À Louer,1000.0,Sousse,Autres villes,3.0
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,31600.0,Sousse,Autres villes,4.4996870826184034
Appartements,2.0,1.0,80.0,À Vendre,129000.0,Sousse,Sousse Riadh,5.110589710299249
Appartements,2.0,1.0,100.0,À Louer,500.0,Sousse,Sousse Jawhara,2.6989700043360187
Appartements,3.0,1.0,170.0,À Louer,800.0,Sousse,Sahloul,2.9030899869919438
Appartements,1.0,1.0,55.0,À Louer,800.0,Sousse,Hammam Sousse,2.9030899869919438
Appartements,2.0,1.0,87.0,À Vendre,236000.0,Sousse,Akouda,5.372912002970106
Appartements,2.0,1.0,120.0,À Louer,700.0,Sousse,Sousse Jawhara,2.845098040014257
Maisons et Villas,20.0,10.0,1000.0,À Louer,6000.0,Sousse,Sousse Riadh,3.7781512503836434
"Magasins, Commerces et Locaux industriels",1.0,1.0,1000.0,À Vendre,1800000.0,Sousse,Zaouit-Ksibat Thrayett,6.2552725051033065
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,46500.0,Sousse,Hergla,4.6674529528899535
Locations de vacances,2.0,1.0,60.0,À Louer,50.0,Sousse,Kantaoui,1.6989700043360187
Appartements,2.0,1.0,100.0,À Louer,450.0,Sousse,Autres villes,2.6532125137753435
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,210000.0,Sousse,Zaouit-Ksibat Thrayett,5.3222192947339195
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,376000.0,Sousse,Sousse Riadh,5.575187844927661
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,250000.0,Sousse,Akouda,5.3979400086720375
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,78705.0,Sousse,Zaouit-Ksibat Thrayett,4.89600232325402
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,115275.0,Sousse,Zaouit-Ksibat Thrayett,5.061735130891445
Maisons et Villas,4.0,1.0,120.0,À Vendre,120000000.0,Sousse,Sousse Riadh,8.079181246047625
Appartements,2.0,1.0,90.0,À Vendre,94000.0,Sousse,Sahloul,4.973127853599698
Appartements,3.0,1.0,235.0,À Vendre,290000.0,Sousse,Sahloul,5.4623979978989565
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,135000.0,Sousse,Kantaoui,5.1303337684950066
Appartements,3.0,1.0,135.0,À Louer,1000.0,Sousse,Sahloul,3.0
Appartements,1.0,1.0,50.0,À Louer,290.0,Sousse,Sousse Jawhara,2.462397997898956
Appartements,3.0,1.0,140.0,À Louer,1000.0,Sousse,Sahloul,3.0
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,200000.0,Sousse,Autres villes,5.301029995663981
Maisons et Villas,3.0,1.0,810.0,À Vendre,3000000.0,Sousse,Hammam Sousse,6.477121254719663
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,175000.0,Sousse,Sousse,5.243038048686294
Maisons et Villas,3.0,1.0,200.0,À Louer,800.0,Sousse,Sousse Médina,2.9030899869919438
Appartements,3.0,2.0,200.0,À Louer,1000.0,Sousse,Kantaoui,3.0
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,292500.0,Sousse,Hammam Sousse,5.4661258704182
Appartements,4.0,2.0,210.0,À Vendre,420000.0,Sousse,Sahloul,5.623249290397901
Appartements,1.0,1.0,80.0,À Vendre,205000.0,Sousse,Sousse Jawhara,5.311753861055754
